Date,Year,Names,Bay,Quadrat,Quadrat_Code,Habitat,Tag_ID,SPP,Photo_ID,Length_cm,Width_cm,Class,Surface_Area ,old_mort,recent_mort,Surv,BB,DS,WP,YB,SCTLD,BL,P,Predation,Notes
12/12/23,year_2,"LU, BG",Otter Creek,U1,OCU1,debris,108,PAST,NO_IMG,CNL,CNL,juvenile,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,
12/12/23,year_2,"LU, BG",Otter Creek,U1,OCU1,debris,110,PAST,1588,3.344,1.072,juvenile,2.984,0,0,A,0,0,0,0,0,0,0,0,
12/12/23,year_2,"LU, BG",Otter Creek,U1,OCU1,debris,111,PAST,1579,0.921,0.756,juvenile,0.499,100,0,D,0,,0,0,,0,0,0,
12/12/23,year_2,"LU, BG",Otter Creek,U1,OCU1,debris,112,PAST,NO_IMG,CNL,CNL,adult,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,
12/12/23,year_2,"LU, BG",Otter Creek,U1,OCU1,debris,113,PAST,1580,1.426,1.366,juvenile,0.969,0,0,A,0,0,0,0,0,0,0,0,
12/14/23,year_2,"LU, EN",Otter Creek,U3,OCU3,debris,115,SSID,1660,18.931,10.587,adult,149.239,0,0,A,0,0,0,0,,0,0,0,
12/14/23,year_2,"LU, EN",Otter Creek,U3,OCU3,debris,116,SSID,NO_IMG,CNL,CNL,adult,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,
12/14/23,year_2,"LU, EN",Otter Creek,S2,OCS2,fringe,117,PPOR,NO_IMG,CNL,CNL,adult,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,
12/14/23,year_2,"LU, EN",Otter Creek,U3,OCU3,debris,120,SSID,1664,NA,NA,juvenile,,,,A,,,,,,,,,
12/12/23,year_2,"LU, BG",Otter Creek,U1,OCU1,debris,123,SSID,1578,11.857,10.536,adult,86.994,95,0,A,0,0,0,0,0,0,0,0,
12/12/23,year_2,"LU, BG",Otter Creek,S1,OCS1,fringe,124,PAST,1598,3.156,1.661,adult,3.865,0,100,D,0,0,0,0,0,100,0,0,
12/14/23,year_2,"LU, EN",Otter Creek,U3,OCU3,debris,129,SSID,NO_IMG,CNL,CNL,adult,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,
12/14/23,year_2,"LU, EN",Otter Creek,U3,OCU3,debris,130,SSID,NO_IMG,CNL,CNL,adult,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,
12/14/23,year_2,"LU, EN",Otter Creek,U3,OCU3,debris,131,SSID,1663,NA,NA,adult,,,,A,,,,,,,,,
12/14/23,year_2,"LU, EN",Otter Creek,U3,OCU3,debris,136,PAST,1659,3.022,1.951,adult,3.542,0,0,,0,0,0,0,0,0,0,0,
12/14/23,year_2,"LU, EN",Otter Creek,U3,OCU3,debris,137,SSID,1663,NA,NA,adult,,,,A,,,,,,,,,
12/12/23,year_2,"LU, BG",Otter Creek,U1,OCU1,debris,139,PAST,1581,2.356,1.478,juvenile,2.375,0,100,D,0,0,0,0,0,100,0,0,
12/14/23,year_2,"LU, EN",Otter Creek,U3,OCU3,debris,140,SSID,1665,,,juvenile,,,,A,,,,,,,,,
12/14/23,year_2,"LU, EN",Otter Creek,S2,OCS2,fringe,141,PPOR,NO_IMG,CNL,CNL,juvenile,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,
12/14/23,year_2,"LU, EN",Otter Creek,S2,OCS2,fringe,142,AGSP,1670,2.731,1.787,juvenile,3.097,0,0,A,0,0,0,0,0,0,0,0,
12/12/23,year_2,"LU, BG",Otter Creek,U1,OCU1,debris,143,PAST,NO_IMG,CNL,CNL,juvenile,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,
12/12/23,year_2,"LU, BG",Otter Creek,U1,OCU1,debris,145,SSID,1582,20.638,19.275,adult,274.947,0,0,A,0,0,0,0,0,0,0,0,
12/12/23,year_2,"LU, BG",Otter Creek,U1,OCU1,debris,146,PAST,NO_IMG,CNL,CNL,adult,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,
12/14/23,year_2,"LU, EN",Otter Creek,U3,OCU3,debris,147,SSID,NO_IMG,CNL,CNL,adult,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,
12/14/23,year_2,"LU, EN",Otter Creek,S2,OCS2,fringe,149,PPOR,1676,4.383,2.98,adult,9.59,0,0,,0,0,0,0,0,0,0,0,
12/12/23,year_2,"LU, BG",Otter Creek,S1,OCS1,fringe,150,PAST,1596,8.119,7.949,adult,48.911,0,0,A,0,0,0,0,0,0,75,0,
12/12/23,year_2,"LU, BG",Otter Creek,S1,OCS1,fringe,157,SSID,1599,1.123,0.788,juvenile,0.524,0,0,A,0,0,0,0,0,0,0,0,
12/14/23,year_2,"LU, EN",Otter Creek,U3,OCU3,debris,158,SSID,1659,4.652,2.572,adult,10.438,0,0,A,0,0,0,0,0,0,0,0,
12/12/23,year_2,"LU, BG",Otter Creek,S1,OCS1,fringe,159,SSID,1599,2.377,2.053,juvenile,3.128,0,0,A,0,0,0,0,0,0,0,0,
12/14/23,year_2,"LU, EN",Otter Creek,U3,OCU3,debris,164,SSID,NO_IMG,CNL,CNL,juvenile,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,
12/12/23,year_2,"LU, BG",Otter Creek,U1,OCU1,debris,169,PAST,1584,2.373,2.008,juvenile,3.176,0,100,D,0,0,0,0,0,100,0,0,
12/14/23,year_2,"LU, EN",Otter Creek,U3,OCU3,debris,173,SSID,NO_IMG,CNL,CNL,juvenile,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,
12/14/23,year_2,"LU, EN",Otter Creek,U3,OCU3,debris,174,SSID,NO_IMG,CNL,CNL,juvenile,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,
12/14/23,year_2,"LU, EN",Otter Creek,U3,OCU3,debris,177,PPOR,1662,3.453,1.778,juvenile,4.69,0,0,A,0,0,,0,0,0,0,0,
12/14/23,year_2,"LU, EN",Otter Creek,U3,OCU3,debris,179,PAST,1655,NA,NA,juvenile,,,,A,,,,,,,,,
11/29/23,year_2,LU,Water Creek,U1,WCU1,debris,501,PPOR,533.502.501.504,2.059,1.246,juvenile,1.965,0,0,A,0,0,0,0,0,0,0,0,HEALTHY
11/29/23,year_2,LU,Water Creek,U1,WCU1,debris,502,PPOR,533.502.501.504,1.774,1.758,juvenile,2.704,100,0,D,0,0,0,0,0,0,0,0,DEAD
11/29/23,year_2,LU,Water Creek,U1,WCU1,debris,503,PAST,503,4.826,3.655,adult,12.743,30,0,A,0,0,0,0,0,0,10,0,
11/29/23,year_2,LU,Water Creek,U1,WCU1,debris,504,AAGR,533.502.501.504,3.115,2.441,adult,4.204,0,100,D,0,0,0,0,0,100,0,0,DEAD
11/29/23,year_2,LU,Water Creek,U1,WCU1,debris,505,SSID,NO_IMG,CNL,CNL,adult,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,
12/11/23,year_2,"LU, DS",Water Creek,U2,WCU2,debris,506,PAST,1537,4.201,3.995,adult,9.566,0,,A,0,0,,0,0,0,0,0,
12/11/23,year_2,"LU, DS",Water Creek,U2,WCU2,debris,507,PAST,1526,2.648,2.206,juvenile,3.51,0,0,A,0,0,0,0,0,0,0,0,
11/29/23,year_2,LU,Water Creek,U1,WCU1,debris,508,PPOR,508,4.443,1.802,adult,6.966,0,0,A,0,0,0,0,0,0,0,0,HEALTHY
11/29/23,year_2,LU,Water Creek,U1,WCU1,debris,509,PPOR,548/509/599/548/547,1.92,1.387,juvenile,1.762,0,0,A,0,0,0,0,0,0,100,0,
11/29/23,year_2,LU,Water Creek,U1,WCU1,debris,510,PPOR,,CNL,CNL,juvenile,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,
11/29/23,year_2,LU,Water Creek,U1,WCU1,debris,511,PPOR,511/515/527,CNL,CNL,juvenile,CNL,0,0,A,0,0,0,0,0,0,0,0,
11/29/23,year_2,LU,Water Creek,U1,WCU1,debris,512,AAGR,512,NA,NA,juvenile,NA,100,0,D,0,0,0,0,0,0,0,0,DEAD; found tag/spot but could not id which calcareous bump was the coral
11/29/23,year_2,LU,Water Creek,U1,WCU1,debris,514,SSID,NO_IMG,CNL,CNL,juvenile,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,
11/29/23,year_2,LU,Water Creek,U1,WCU1,debris,515,PPOR,511/515/527,2.342,2.035,juvenile,3.346,0,0,A,0,0,0,0,0,0,0,0,HEALTHY
11/29/23,year_2,LU,Water Creek,U1,WCU1,debris,516,ORSP,NO_IMG,CNL,CNL,juvenile,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,
11/29/23,year_2,LU,Water Creek,U1,WCU1,debris,517,AAGR,NO_IMG,CNL,CNL,juvenile,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,
12/14/23,year_2,"LU, EN",Otter Creek,S2,OCS2,fringe,518,PAST,1672,9.269,6.033,adult,40.267,0,0,A,0,0,0,0,0,0,0,0,
11/29/23,year_2,LU,Water Creek,U1,WCU1,debris,519,SSID,NO_IMG,CNL,CNL,juvenile,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,
12/14/23,year_2,"LU, EN",Otter Creek,S2,OCS2,fringe,521,AGSP,1670,6.818,4.733,adult,25.391,0,0,A,0,0,0,0,0,0,0,0,
12/14/23,year_2,"LU, EN",Otter Creek,S2,OCS2,fringe,522,SSID,1675,24.342,17.166,adult,295.651,5,0,A,0,0,0,0,0,0,0,0,
12/11/23,year_2,"LU, DS",Water Creek,U2,WCU2,debris,523,AGSP,1527,3.78,2.902,juvenile,6.738,10,0,A,0,0,0,0,0,0,0,0,
11/29/23,year_2,LU,Water Creek,U1,WCU1,debris,526,PPOR,NO_IMG,CNL,CNL,juvenile,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,
11/29/23,year_2,LU,Water Creek,U1,WCU1,debris,527,PPOR,511/515/527,1.986,1.077,juvenile,1.417,0,0,A,0,0,0,0,0,0,0,0,HEALTHY
11/29/23,year_2,LU,Water Creek,U1,WCU1,debris,528,PPOR,,NA,NA,juvenile,NA,100,0,D,0,0,0,0,0,0,0,0,DEAD; found tag/spot but could not id which calcareous bump was the coral
11/29/23,year_2,LU,Water Creek,U1,WCU1,debris,533,AAGR,533,3.384,1.533,juvenile,5.282,100,0,D,0,0,0,0,0,0,0,0,DEAD
12/14/23,year_2,"LU, EN",Otter Creek,S2,OCS2,fringe,534,AGSP,1670,14.613,7.425,adult,84.267,0,0,A,0,0,0,0,0,0,0,0,
12/11/23,year_2,"LU, DS",Water Creek,U2,WCU2,debris,535,PAST,1533,3.329,2.545,juvenile,6.28,5,0,A,0,0,0,0,0,0,0,0,
12/11/23,year_2,"LU, DS",Water Creek,U2,WCU2,debris,537,PAST,1524,3.116,2.296,juvenile,4.967,10,0,A,0,0,0,0,0,0,0,0,
12/11/23,year_2,"LU, DS",Water Creek,U2,WCU2,debris,539,PAST,1529,1.44,1.162,juvenile,1.208,0,0,A,0,0,0,0,0,0,100,0,
12/11/23,year_2,"LU, DS",Water Creek,U2,WCU2,debris,540,PAST,1536,2.653,2.295,juvenile,5.438,0,0,A,0,0,0,0,0,0,0,0,
12/11/23,year_2,"LU, DS",Water Creek,U2,WCU2,debris,541,AGSP,NO_IMG,CNL,CNL,adult,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,
11/29/23,year_2,LU,Water Creek,U1,WCU1,debris,542,PPOR,,NA,NA,adult,NA,100,0,D,0,0,0,0,0,0,0,0,DEAD; found tag/spot but could not id which calcareous bump was the coral
12/14/23,year_2,"LU, EN",Otter Creek,S3,OCS3,fringe,543,SSID,NO_IMG,CNL,CNL,adult,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,
12/14/23,year_2,"LU, EN",Otter Creek,S3,OCS3,fringe,544,SSID,NO_IMG,CNL,CNL,adult,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,
12/11/23,year_2,"LU, DS",Water Creek,U3,WCU3,debris,545,PPOR,1500,7.873,4.659,adult,15.882,0,0,A,0,0,0,0,0,0,0,0,
11/29/23,year_2,LU,Water Creek,U1,WCU1,debris,546,PPOR,,NA,NA,juvenile,NA,100,0,D,0,0,0,0,0,0,0,0,DEAD; found tag/spot but could not id which calcareous bump was the coral
11/29/23,year_2,LU,Water Creek,U1,WCU1,debris,547,AAGR,548/509/599/548/547,Dead,Dead,adult,NA,100,0,D,0,0,0,0,0,0,0,0,DEAD; found tag/spot but could not id which calcareous bump was the coral
11/29/23,year_2,LU,Water Creek,U1,WCU1,debris,548,PPOR,548/509/599/548/547,2.303,1.304,juvenile,2.069,0,0,A,0,0,0,0,0,0,0,0,
11/29/23,year_2,LU,Water Creek,U1,WCU1,debris,550,PPOR,NO_IMG,CNL,CNL,juvenile,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,
12/14/23,year_2,"LU, EN",Otter Creek,S3,OCS3,fringe,551,PPOR,1621,4.172,1.157,adult,3.479,0,0,A,0,0,0,0,0,0,0,0,
11/29/23,year_2,LU,Water Creek,U1,WCU1,debris,552,PPOR,NO_IMG,CNL,CNL,juvenile,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,
11/29/23,year_2,LU,Water Creek,U1,WCU1,debris,553,SINT,579/553,1.171,0.882,juvenile,0.793,0,0,A,0,0,0,0,0,0,0,0,HEALTHY
12/14/23,year_2,"LU, EN",Otter Creek,S3,OCS3,fringe,554,SSID,1622,NA,NA,adult,NA,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,need to retake photo!
11/29/23,year_2,LU,Water Creek,U1,WCU1,debris,555,PAST,NO_IMG,CNL,CNL,juvenile,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,
11/29/23,year_2,LU,Water Creek,U1,WCU1,debris,556,PPOR,NO_IMG,CNL,CNL,juvenile,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,
12/14/23,year_2,"LU, EN",Otter Creek,S2,OCS2,fringe,557,AGSP,1671,4.082,1.759,juvenile,6.654,0,100,D,0,0,0,0,0,100,0,0,dead
12/14/23,year_2,"LU, EN",Otter Creek,S2,OCS2,fringe,558,SSID,NO_IMG,CNL,CNL,juvenile,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,
12/14/23,year_2,"LU, EN",Otter Creek,S2,OCS2,fringe,559,PPOR,NO_IMG,CNL,CNL,juvenile,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,
12/14/23,year_2,"LU, EN",Otter Creek,S3,OCS3,fringe,560,OANN,1626 & 1624,39.2,19.404,adult,321.11,0,70,A,0,0,0,0,0,0,0,0,flipped upside down
11/29/23,year_2,LU,Water Creek,U1,WCU1,debris,561,PAST,561,NA,NA,juvenile,NA,100,0,D,0,0,0,0,0,0,0,0,DEAD; found tag/spot but could not id which calcareous bump was the coral
11/29/23,year_2,LU,Water Creek,U1,WCU1,debris,564,SSID,564,1.814,1.322,juvenile,1.551,0,100,D,0,0,0,0,0,100,0,0,DEAD
12/14/23,year_2,"LU, EN",Otter Creek,S3,OCS3,fringe,565,SSID,1618,5.454,5.248,adult,21.135,20,0,A,0,0,0,0,0,0,0,0,
12/11/23,year_2,"LU, DS",Water Creek,U2,WCU2,debris,566,SSID,1523,4.166,3.868,adult,9.224,0,0,A,0,0,0,0,0,0,0,0,
12/14/23,year_2,"LU, EN",Otter Creek,S3,OCS3,fringe,567,SSID,1617,8.26,6.319,adult,40.145,0,0,A,0,0,0,0,0,0,15,0,
11/29/23,year_2,LU,Water Creek,U1,WCU1,debris,568,SSID,568,6.273,4.138,adult,18.96,0,0,A,0,0,0,0,0,0,0,0,HEALTHY
12/11/23,year_2,"LU, DS",Water Creek,U2,WCU2,debris,569,PAST,1534,5.445,4.718,adult,16.072,20,10,A,0,0,0,0,0,0,0,0,
11/29/23,year_2,LU,Water Creek,U1,WCU1,debris,571,PPOR,571,2.537,1.579,juvenile,2.646,0,0,A,0,0,0,0,0,0,0,0,HEALTHY
12/11/23,year_2,"LU, DS",Water Creek,U2,WCU2,debris,572,PAST,NO_IMG,CNL,CNL,juvenile,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,
12/14/23,year_2,"LU, EN",Otter Creek,S3,OCS3,fringe,573,SSID,1628,2.605,2.039,juvenile,3.369,0,0,A,0,0,0,,0,0,0,0,
12/14/23,year_2,"LU, EN",Otter Creek,S3,OCS3,fringe,574,SSID,1627,4.693,3.938,adult,13.434,0,0,A,0,0,0,0,0,0,0,0,
11/29/23,year_2,LU,Water Creek,U1,WCU1,debris,576,AAGR,576,2.949,1.682,juvenile,3.757,100,0,D,0,0,0,0,0,0,0,0,DEAD
11/29/23,year_2,LU,Water Creek,U1,WCU1,debris,577,SSID,577,1.803,1.532,juvenile,2.056,40,0,A,0,0,0,0,0,0,0,0,HEALTHY
11/29/23,year_2,LU,Water Creek,U1,WCU1,debris,578,PPOR,578,NA,NA,juvenile,NA,100,0,D,0,0,0,0,0,0,0,0,DEAD; found tag/spot but could not id which calcareous bump was the coral
11/29/23,year_2,LU,Water Creek,U1,WCU1,debris,579,AAGR,579/553,CNL,CNL,juvenile,CNL,100,0,D,0,0,0,0,0,0,0,0,Likely DEAD; covered by a MAZE that rolled down into it's place.
11/29/23,year_2,LU,Water Creek,U1,WCU1,debris,580,PPOR,NO_IMG,CNL,CNL,juvenile,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,
11/29/23,year_2,LU,Water Creek,U1,WCU1,debris,581,PAST,581,NA,NA,juvenile,NA,100,0,D,0,0,0,0,0,0,0,0,DEAD; found tag/spot but could not id which calcareous bump was the coral
11/29/23,year_2,LU,Water Creek,U1,WCU1,debris,586,SSID,IMG_0121,NA,NA,adult,NA,0,0,A,0,0,0,0,0,0,0,0,NEED TO TAKE PHOTO WITH TAG
11/29/23,year_2,LU,Water Creek,U1,WCU1,debris,587,AAGR,587,2.991,2.337,adult,6.122,100,0,D,0,0,0,0,0,0,0,0,DEAD
11/29/23,year_2,LU,Water Creek,U1,WCU1,debris,588,PAST,588,3.169,2.542,juvenile,6.389,0,0,A,0,0,0,0,0,0,0,0,HEALTHY
11/29/23,year_2,LU,Water Creek,U1,WCU1,debris,589,SRAD,589/591,1.501,1.387,juvenile,1.404,0,0,A,0,0,0,0,0,0,0,0,
11/29/23,year_2,LU,Water Creek,U1,WCU1,debris,590,ORSP,590,1.997,1.22,juvenile,2.125,100,0,D,0,0,0,0,0,0,0,0,DEAD
11/29/23,year_2,LU,Water Creek,U1,WCU1,debris,591,SSID,589/591,1.395,1.204,juvenile,1.216,0,0,A,0,0,0,0,0,60,90,0,
11/29/23,year_2,LU,Water Creek,U1,WCU1,debris,592,MARE,579_553,6.954,5.972,adult,26.259,0,40,A,0,0,0,0,0,40,0,0,moved from one location to another?-- rolled in swell?
11/29/23,year_2,LU,Water Creek,U1,WCU1,debris,593,PAST,IMG_0121,NA,NA,adult,NA,60,0,A,0,0,0,0,0,0,0,0,NEED TO TAKE PHOTO WITH TAG
11/29/23,year_2,LU,Water Creek,U1,WCU1,debris,594,SSID,594,4.32,4.221,adult,13.347,0,0,A,0,0,0,0,0,0,0,0,HEALTHY
11/29/23,year_2,LU,Water Creek,U1,WCU1,debris,599,PPOR,599_547,2.53,1.725,juvenile,2.512,0,0,A,0,0,0,0,0,0,0,0,HEALTHY
11/29/23,year_2,LU,Water Creek,U1,WCU1,debris,600,PAST,NO_IMG,CNL,CNL,juvenile,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,
12/12/23,year_2,LU,Water Creek,S2,WCS2,fringe,538,SRAD,IMG_9262,NA,NA,adult,NA,0,0,A,0,0,0,0,0,0,0,0,
12/12/23,year_2,LU,Water Creek,S2,WCS2,fringe,520,PAST,IMG_9262,NA,NA,adult,NA,0,0,A,0,0,0,0,0,0,0,0,